x,y,c
-73.9939,40.7464,0
-74.0002,40.6565,0
-73.9551,40.7835,0
-73.9845,40.7695,0
-73.975,40.7498,0
-73.9675,40.7631,0
-73.9458,40.7928,0
-73.9531,40.7677,0
-73.9559,40.7676,0
-73.7887,40.6472,0
-73.985,40.7586,0
-73.9679,40.7658,0
-73.9847,40.7609,0
-73.9812,40.7812,0
-73.9891,40.7413,0
-73.9755,40.7437,0
-73.9882,40.7697,0
-73.9472,40.6836,0
-73.953,40.7682,0
-73.9877,40.7199,0
-73.8709,40.7738,0
-74.0044,40.7255,0
-73.9538,40.7792,0
0,0,1
-73.9918,40.7261,0
-73.9556,40.7794,0
-73.9939,40.7672,0
-73.9921,40.7362,0
-73.9953,40.734,0
-73.9705,40.7628,0
-73.968,40.7919,0
-73.983,40.7516,0
-74.0023,40.7337,0
-73.9985,40.7367,0
-74.0084,40.7327,0
-73.9907,40.7684,0
-73.9777,40.7737,0
-73.9901,40.7461,0
-74.0068,40.7488,0
-73.9648,40.7682,0
-74.0013,40.732,0
-73.9994,40.7392,0
-73.9825,40.7554,0
-73.9834,40.7262,0
-73.9668,40.7702,0
-73.9742,40.7596,0
-73.9681,40.799,0
-73.9954,40.7531,0
-73.9595,40.8154,0
-74.0151,40.7048,0
-73.991,40.7332,0
-73.8628,40.769,0
-73.9878,40.7502,0
-74.0003,40.7364,0
-73.977,40.753,0
-74.0016,40.7356,0
-73.9762,40.7762,0
-73.9816,40.7494,0
-73.9823,40.7514,0
-73.9468,40.7768,0
-74.0172,40.711,0
-73.979,40.7853,0
-73.967,40.7723,0
-73.9469,40.774,0
-73.9884,40.7209,0
-73.9889,40.7481,0
-73.9632,40.7744,0
-74.0003,40.7462,0
-73.9761,40.7485,0
-73.9824,40.692,0
-74.0156,40.7141,0
-73.9772,40.7573,0
-73.9846,40.7593,0
-73.9669,40.7939,0
-73.9535,40.7672,0
-74.0208,40.7746,0
-73.9555,40.7827,0
-74.0029,40.7281,0
-73.9808,40.742,0
-73.9948,40.7462,0
-73.982,40.7403,0
-73.9658,40.7656,0
-73.9854,40.7489,0
-73.9555,40.7643,0
-73.7833,40.6486,0
-73.7834,40.6486,0
-73.9771,40.7536,0
-73.992,40.7239,0
-73.9756,40.7508,0
-74.0654,40.8123,0
-73.9728,40.764,0
-73.9834,40.7496,0
-73.9678,40.8013,0
-73.9775,40.7519,0
-73.9795,40.7274,0
-73.9572,40.7659,0
-73.9941,40.7512,0
-73.9793,40.764,0
-73.986,40.762,0
-73.9878,40.7193,0
-74.0026,40.7584,0
-73.9557,40.7687,0
-73.9913,40.7445,0
-73.9821,40.7448,0
-73.9675,40.7562,0
-73.9974,40.7366,0
-73.9804,40.7514,0
-73.9838,40.77,0
-73.967,40.7665,0
-74.0041,40.7354,0
-73.9879,40.7586,0
-73.8853,40.7731,0
-73.9876,40.7382,0
-73.9667,40.762,0
-73.9465,40.7768,0
-73.9819,40.7656,0
-73.996,40.7433,0
-73.9979,40.7137,0
-73.9765,40.7516,0
-73.9655,40.7716,0
-73.9886,40.749,0
-73.977,40.786,0
-73.9799,40.762,0
-73.9886,40.7227,0
-73.998,40.7353,0
-74.0061,40.7329,0
-73.9706,40.759,0
-74.0031,40.7233,0
-73.983,40.7418,0
-73.9496,40.7877,0
-73.9826,40.7692,0
-74.0064,40.7395,0
-73.9536,40.7808,0
-74.0143,40.7092,0
-73.9862,40.747,0
-73.1374,41.3661,1
-74.0005,40.747,0
-73.8709,40.7737,0
-73.9588,40.8162,0
-73.9951,40.7397,0
-73.9865,40.743,0
-73.9657,40.7547,0
-73.9677,40.7622,0
-73.9849,40.7633,0
-73.8746,40.7741,0
-74.0071,40.7288,0
-74.01,40.711,0
-73.9853,40.7186,0
-73.9921,40.7257,0
0,0,1
-74.0165,40.7048,0
-73.9504,40.7715,0
-74.0032,40.739,0
-73.9812,40.734,0
-73.9942,40.7512,0
-73.9472,40.7798,0
-74.0032,40.7082,0
-73.9645,40.8072,0
-73.9929,40.7424,0
-73.9848,40.7422,0
-74.0104,40.7203,0
-73.7902,40.6436,0
-73.9981,40.7508,0
-73.9911,40.7505,0
-73.9719,40.7588,0
-73.9666,40.7673,0
-73.1374,41.3661,1
-73.9706,40.7588,0
-73.974,40.7374,0
-73.9821,40.777,0
-73.9733,40.7927,0
-73.7821,40.6448,0
-73.9773,40.7426,0
-73.9967,40.7481,0
-73.961,40.807,0
0,0,1
-73.99,40.7566,0
-73.5184,40.7021,1
-73.9557,40.7684,0
-74.0055,40.7456,0
-73.9855,40.7629,0
-73.9858,40.7566,0
-73.9948,40.7453,0
-73.973,40.7594,0
-73.9942,40.7194,0
-73.9974,40.7415,0
-73.9784,40.7597,0
-73.9459,40.7777,0
-73.994,40.7514,0
-73.9698,40.7578,0
-73.9717,40.7823,0
-73.9728,40.756,0
-73.9809,40.7473,0
-73.1374,41.3661,1
-73.9571,40.7805,0
-73.9672,40.7575,0
-73.9748,40.7421,0
-73.9788,40.7585,0
-73.9917,40.7267,0
-73.9815,40.7645,0
-73.9819,40.7443,0
-73.9726,40.7476,0
-73.9982,40.754,0
-73.9898,40.7353,0
-73.9827,40.7752,0
-73.8721,40.7748,0
-73.9767,40.7518,0
-73.9908,40.7283,0
-74.0117,40.7092,0
-73.8732,40.7742,0
-73.9552,40.7877,0
-73.9679,40.7628,0
-73.9233,40.7707,0
-73.9701,40.7613,0
-74.0008,40.7318,0
-73.1374,41.3661,1
-73.9814,40.7807,0
-73.9593,40.7719,0
-73.9692,40.7561,0
-73.9882,40.7318,0
-73.9676,40.7631,0
-73.1374,41.3661,1
-73.9814,40.7144,0
-73.974,40.7433,0
-74.0001,40.7181,0
-73.9769,40.7659,0
-73.9722,40.7623,0
-73.9573,40.7702,0
-73.9975,40.7368,0
-73.9891,40.7629,0
-73.9678,40.7627,0
-73.9985,40.735,0
-73.9792,40.7897,0
-73.9762,40.7192,0
-73.98,40.7899,0
-73.9727,40.7908,0
-73.9642,40.7679,0
-74.0025,40.7303,0
-73.8746,40.7741,0
-73.9659,40.7678,0
-73.9895,40.73,0
-73.9653,40.769,0
-74.0073,40.7435,0
-73.9921,40.7543,0
-73.9696,40.7573,0
-73.9808,40.7643,0
-73.9712,40.7579,0
-73.9797,40.7351,0
-73.9883,40.7532,0
-73.1374,41.3661,1
-73.8651,40.7706,0
-73.9689,40.7652,0
-73.9839,40.7394,0
-73.9385,40.851,0
-73.9603,40.773,0
-73.9621,40.7764,0
-73.9502,40.7839,0
-73.9739,40.7642,0
-73.9797,40.735,0
-73.9776,40.7426,0
-73.9908,40.7398,0
-73.9495,40.7726,0
-74.0048,40.7234,0
-73.9972,40.7215,0
-73.9665,40.7888,0
-73.9935,40.7246,0
-74.0104,40.702,0
-73.9879,40.7609,0
-73.9981,40.7304,0
-73.9782,40.7664,0
-74.0155,40.7146,0
-73.9746,40.7628,0
-73.9756,40.7896,0
-73.9939,40.751,0
-74.0058,40.7381,0
-74.0061,40.7331,0
-73.9976,40.6837,0
-73.9549,40.7816,0
-73.9605,40.7657,0
-73.9838,40.7638,0
-73.9616,40.7685,0
-73.9688,40.7645,0
-74,40.7431,0
-73.9724,40.7591,0
-74.0117,40.7022,0
-73.982,40.772,0
-73.8708,40.7736,0
-73.9823,40.7631,0
-73.9493,40.7726,0
-73.9841,40.7651,0
-73.9671,40.7726,0
-73.9795,40.744,0
-73.9533,40.7857,0
-74.0005,40.7376,0
-73.9824,40.74,0
-73.9886,40.7536,0
-73.9713,40.7608,0
-73.954,40.767,0
-73.9819,40.7613,0
-73.9779,40.7491,0
-73.9852,40.7633,0
-73.9512,40.7826,0
-73.9827,40.7445,0
-73.8658,40.7576,0
-73.9907,40.7396,0
-73.9473,40.7757,0
-74.0042,40.7075,0
-73.9593,40.7778,0
-73.9488,40.7739,0
-73.9875,40.7389,0
-73.1374,41.3661,1
-74.0055,40.7608,0
-73.7906,40.644,0
-73.9844,40.7799,0
-73.9802,40.7804,0
-73.9856,40.7272,0
-73.9875,40.7326,0
-73.9669,40.7889,0
-74.0098,40.7047,0
-73.9719,40.7585,0
-73.9579,40.7685,0
-73.7895,40.6468,0
-73.9962,40.7444,0
-73.9828,40.7667,0
-73.9864,40.7775,0
-73.9545,40.7838,0
-73.974,40.731,0
-74.0027,40.7607,0
-73.9567,40.778,0
-73.9969,40.7419,0
-74.0033,40.7387,0
-73.9713,40.7626,0
-73.9875,40.7608,0
-73.9801,40.727,0
-73.9964,40.7533,0
-73.9562,40.7872,0
-73.9618,40.7771,0
-73.9446,40.7794,0
-73.9796,40.735,0
-73.9926,40.7431,0
-73.9861,40.7411,0
-73.9837,40.7468,0
-73.9767,40.7588,0
-73.9819,40.7691,0
-73.991,40.7586,0
-73.9984,40.7402,0
-73.9692,40.7517,0
-73.9356,40.8,0
-73.9835,40.761,0
-74.0086,40.7259,0
-73.9932,40.7626,0
-73.9778,40.7788,0
-73.9853,40.7496,0
-74.0056,40.7461,0
-73.9868,40.752,0
-73.9882,40.7203,0
-73.9817,40.7286,0
-73.9795,40.7462,0
-74.0008,40.7319,0
-73.9626,40.7573,0
-73.8627,40.769,0
-73.9885,40.7347,0
-73.9502,40.7836,0
-73.9627,40.7618,0
-73.7916,40.6608,0
-73.9856,40.7637,0
-73.9921,40.7643,0
-73.9864,40.7342,0
-73.9793,40.785,0
-73.9855,40.7679,0
-73.9906,40.7609,0
-73.9892,40.7733,0
-73.9845,40.7286,0
-73.9696,40.7536,0
-74.0025,40.7341,0
-73.9252,40.7685,0
-73.9814,40.7709,0
-73.9556,40.7797,0
-73.9826,40.7482,0
-73.9892,40.6912,0
-73.8627,40.769,0
-73.9812,40.769,0
-73.9579,40.7822,0
-73.1374,41.3661,1
-73.9683,40.762,0
-73.9993,40.7522,0
-73.9787,40.7509,0
-73.7835,40.6486,0
-73.9898,40.7338,0
-73.9864,40.7556,0
-73.9825,40.7632,0
-73.9727,40.7807,0
-74.0016,40.7409,0
-73.9771,40.7537,0
-73.9569,40.8176,0
-73.9542,40.784,0
-73.989,40.7504,0
-73.9709,40.7586,0
-73.974,40.784,0
-73.9547,40.7658,0
-74.0021,40.7507,0
-74.0063,40.7332,0
-73.9712,40.756,0
-73.9865,40.7262,0
-73.8634,40.7699,0
-74.0046,40.7519,0
-73.9998,40.7332,0
-73.9825,40.736,0
-73.9869,40.7226,0
-73.9554,40.7829,0
-73.9736,40.7635,0
-73.9759,40.7491,0
-73.9655,40.7627,0
-73.9998,40.6778,0
-73.9739,40.7628,0
-73.9918,40.7161,0
-73.9917,40.7605,0
-74.0107,40.7174,0
-73.9736,40.7579,0
-73.9836,40.7604,0
-73.9935,40.7522,0
-74.0023,40.7191,0
-73.991,40.7506,0
-73.9969,40.7202,0
-73.9908,40.7307,0
-73.9736,40.7947,0
-73.9899,40.719,0
-73.9693,40.761,0
-73.9809,40.7418,0
-73.9733,40.7486,0
-74.0047,40.7407,0
-73.9816,40.7803,0
-73.783,40.6484,0
-73.9829,40.7513,0
-74.0032,40.7342,0
-73.965,40.7596,0
-73.9777,40.7503,0
-73.1374,41.3661,1
-73.9569,40.7833,0
-73.8639,40.7708,0
-73.9469,40.7808,0
-73.9733,40.7579,0
-73.9551,40.7732,0
-73.8589,40.7705,0
-73.9813,40.7737,0
-73.9654,40.7595,0
-73.9464,40.78,0
-73.9891,40.7333,0
-73.7768,40.6451,0
-73.7891,40.6413,0
-73.9883,40.7691,0
-73.9803,40.7536,0
-73.9767,40.765,0
-73.9745,40.7627,0
-73.9744,40.7621,0
-73.9578,40.766,0
-73.977,40.7533,0
-73.9765,40.7529,0
-73.9911,40.7282,0
-73.9898,40.7624,0
-73.8634,40.7699,0
-73.9804,40.7341,0
-73.954,40.7872,0
-73.9551,40.7857,0
-73.9779,40.745,0
-73.9709,40.7518,0
-73.8708,40.7738,0
-73.9869,40.7254,0
-74.0056,40.7168,0
-73.9713,40.757,0
-73.9508,40.7858,0
-73.9714,40.7621,0
-73.9869,40.7529,0
-74.0121,40.7157,0
-74.0097,40.7235,0
-73.9997,40.7614,0
-73.1374,41.3661,1
-73.9586,40.7782,0
-73.9924,40.7427,0
-73.9709,40.7492,0
-73.873,40.7741,0
-74.0066,40.7316,0
-73.9971,40.7221,0
-73.9677,40.7927,0
-73.9837,40.76,0
-73.9892,40.7576,0
-73.9894,40.7696,0
-73.9975,40.7258,0
-73.985,40.7742,0
-73.1374,41.3661,1
-73.9528,40.7468,0
-73.9967,40.7165,0
-74.0019,40.7405,0
-73.9921,40.7248,0
-73.9669,40.7567,0
-73.9657,40.8055,0
-73.9641,40.7736,0
-73.9644,40.7562,0
-73.9991,40.7394,0
-73.9872,40.7511,0
-73.9915,40.7501,0
-73.9813,40.6897,0
-73.9803,40.7427,0
-73.9838,40.7494,0
-73.952,40.7692,0
-73.9872,40.7612,0
-73.9655,40.7957,0
-74.0082,40.7376,0
-73.9846,40.7598,0
-73.9969,40.7422,0
-73.9941,40.7513,0
-73.979,40.7641,0
-73.7818,40.6448,0
-74.0031,40.7066,0
-73.9522,40.7727,0
-73.9772,40.7635,0
-73.9925,40.7592,0
-73.9848,40.7528,0
-73.9984,40.7229,0
-73.9928,40.7426,0
-73.9811,40.7372,0
-73.9677,40.7501,0
-73.9498,40.7802,0
-73.9772,40.7515,0
-73.9857,40.7604,0
-73.9854,40.7603,0
-73.9929,40.7593,0
-74.0161,40.7113,0
-74.0036,40.7486,0
-73.9836,40.7558,0
-73.9747,40.7908,0
-73.9668,40.7889,0
-73.9633,40.7744,0
-73.961,40.7648,0
-73.973,40.6734,0
-74.0047,40.7377,0
-73.9938,40.7294,0
-73.9936,40.7628,0
-73.9704,40.7967,0
-73.9965,40.7376,0
-73.8709,40.7737,0
-73.9885,40.7347,0
-74.0099,40.7202,0
-73.9845,40.7583,0
-73.9552,40.7541,0
-73.7768,40.6451,0
-74.0061,40.7257,0
-73.9441,40.7818,0
-73.8655,40.771,0
-73.9981,40.7354,0
-73.9527,40.7674,0
-73.9624,40.7789,0
0,0,1
-73.9822,40.7788,0
-73.9873,40.6915,0
-73.9737,40.7553,0
-73.987,40.766,0
-73.9849,40.7449,0
-73.9813,40.7844,0
-73.9609,40.7721,0
-73.9789,40.7621,0
-73.9904,40.7195,0
-74.0079,40.7122,0
-73.9637,40.7744,0
-73.9625,40.7565,0
-73.9892,40.7201,0
-73.969,40.762,0
-73.9797,40.7488,0
-73.9675,40.7537,0
-73.9543,40.773,0
-73.9852,40.7276,0
-73.9887,40.7307,0
-73.9541,40.7907,0
-73.1374,41.3661,1
-73.9294,40.7521,0
-73.9651,40.757,0
-73.9764,40.7449,0
-73.9605,40.7691,0
-73.9982,40.7508,0
-73.9547,40.7865,0
-73.9868,40.7665,0
-73.9747,40.7622,0
-73.9696,40.7612,0
-73.9889,40.7586,0
-74.0013,40.7311,0
-74.0063,40.7338,0
-74.0065,40.7083,0
-73.9393,40.8421,0
-73.9664,40.7581,0
-73.9923,40.7534,0
-73.9642,40.7704,0
-73.9726,40.7529,0
-73.9905,40.7613,0
-74.0009,40.7318,0
-74.0716,40.8131,0
-73.9542,40.7845,0
-73.985,40.7625,0
-73.9886,40.7298,0
-73.9461,40.7731,0
-73.8707,40.7736,0
-74.008,40.7081,0
-73.9871,40.7355,0
-73.9861,40.7463,0
-73.9706,40.763,0
-73.9997,40.7272,0
-73.9543,40.766,0
-73.9729,40.7556,0
-73.9758,40.7427,0
-73.991,40.7607,0
-73.9867,40.7612,0
-73.978,40.7458,0
-73.9939,40.7515,0
-73.9819,40.7549,0
-73.9918,40.7501,0
-73.9924,40.7435,0
-73.9724,40.7628,0
-73.8632,40.7699,0
-73.9792,40.7802,0
-74.007,40.7042,0
-73.782,40.6448,0
-73.1374,41.3661,1
-73.1374,41.3661,1
-73.9972,40.7247,0
-73.993,40.7279,0
-73.9864,40.7471,0
-73.9934,40.7474,0
-73.9611,40.7784,0
-73.9451,40.7787,0
-73.9659,40.8054,0
-74.0047,40.7237,0
-73.9807,40.7895,0
-73.9495,40.777,0
-73.9542,40.7706,0
-73.9737,40.7596,0
-73.9649,40.7715,0
0,0,1
-73.9561,40.7637,0
-73.9821,40.7736,0
-73.959,40.764,0
-73.986,40.7471,0
-73.9554,40.7796,0
-73.9832,40.763,0
-73.9792,40.7716,0
-73.9621,40.7558,0
-73.989,40.7203,0
-74.0086,40.7096,0
-73.9712,40.7551,0
-74.0002,40.7626,0
-73.9911,40.756,0
-74.0042,40.7077,0
-73.9813,40.7561,0
-74.0051,40.7192,0
-73.9512,40.7857,0
-73.8733,40.7741,0
-73.9852,40.7418,0
-73.9497,40.7712,0
-74.0054,40.7217,0
-73.9685,40.8017,0
-73.7767,40.6454,0
-74.0046,40.7307,0
-73.9681,40.7621,0
-73.986,40.7623,0
-73.9912,40.7501,0
-73.9914,40.7448,0
-73.9974,40.7192,0
-73.9891,40.7635,0
-73.9702,40.7848,0
-74.0009,40.7317,0
-73.9573,40.7806,0
-73.9651,40.7691,0
-73.9779,40.7342,0
-73.9817,40.7714,0
-73.9847,40.7424,0
-73.9911,40.7302,0
-73.1374,41.3661,1
-73.9663,40.7621,0
-73.9566,40.7706,0
-73.9807,40.7739,0
-73.9652,40.6126,0
-73.9828,40.7415,0
-73.9747,40.7557,0
-74.0029,40.7295,0
-73.9775,40.7466,0
-73.9945,40.7411,0
-73.9851,40.7623,0
-73.9776,40.7872,0
-73.9911,40.771,0
-73.9706,40.7633,0
-74.0076,40.7431,0
-74.0005,40.7274,0
-73.9989,40.7249,0
-73.9558,40.7722,0
-73.9883,40.723,0
-73.9546,40.8209,0
-73.9985,40.7247,0
-73.9696,40.7585,0
-73.8709,40.7737,0
-73.9756,40.7522,0
-74.0028,40.7395,0
-73.9737,40.7544,0
-73.961,40.7693,0
-74.0089,40.7184,0
-73.9822,40.7562,0
-73.9751,40.7618,0
-73.1374,41.3661,1
-73.9796,40.753,0
-73.8625,40.769,0
-74.0069,40.7394,0
-74.0009,40.7181,0
-73.9855,40.7597,0
-73.9842,40.7434,0
-73.9701,40.7528,0
-73.9719,40.7942,0
-73.9734,40.7578,0
-73.9885,40.7315,0
-73.9818,40.7705,0
-73.9847,40.7281,0
-73.9962,40.7382,0
-73.963,40.775,0
-73.9761,40.7889,0
-73.9895,40.7483,0
-73.9533,40.7825,0
-73.9945,40.7456,0
-73.9516,40.7782,0
-74.0029,40.7311,0
-73.9676,40.7561,0
-73.9817,40.7581,0
-73.987,40.7611,0
-73.9912,40.76,0
-73.9894,40.7204,0
-73.9822,40.7686,0
-73.9855,40.7583,0
-73.985,40.7192,0
-73.9632,40.7736,0
-73.9547,40.7657,0
-74.002,40.7407,0
-73.9756,40.7522,0
-73.9787,40.7367,0
-74.0004,40.737,0
-73.1374,41.3661,1
-73.9818,40.7797,0
-73.9908,40.7504,0
-73.992,40.7495,0
-73.979,40.7534,0
-73.9668,40.7673,0
-73.9938,40.7246,0
-74.0103,40.7198,0
-74.0081,40.731,0
-73.982,40.768,0
-73.9483,40.7821,0
-73.9873,40.7709,0
-73.9951,40.7519,0
-74.0068,40.744,0
-73.9936,40.752,0
-73.7766,40.6452,0
-73.9651,40.7697,0
-73.1374,41.3661,1
-73.9881,40.7606,0
-74.0017,40.7411,0
-73.9651,40.7961,0
-73.9709,40.7613,0
-73.9838,40.7481,0
-74.0142,40.7172,0
-73.9859,40.7726,0
-73.9798,40.7352,0
-73.9891,40.7771,0
-73.9589,40.768,0
-73.9125,40.767,0
-73.9749,40.7419,0
-73.9606,40.8075,0
-73.9525,40.7838,0
-74.0079,40.7311,0
-73.9697,40.7524,0
-73.9773,40.7583,0
-73.7905,40.6438,0
-73.8709,40.7738,0
-73.9473,40.7794,0
-73.9602,40.762,0
-73.9475,40.8307,0
-73.9873,40.736,0
-73.9675,40.7631,0
-73.8708,40.7736,0
-73.9986,40.7452,0
-73.9866,40.7565,0
-73.9575,40.7618,0
-73.9894,40.7695,0
-73.9902,40.7581,0
-73.9942,40.7417,0
-74.0005,40.7424,0
-74.0021,40.7231,0
-73.9618,40.7714,0
-73.9967,40.7374,0
-74.0037,40.743,0
-73.9522,40.7776,0
-73.8852,40.7699,0
-73.9625,40.7755,0
-73.9506,40.7758,0
-73.9663,40.7562,0
-73.1374,41.3661,1
-73.9898,40.757,0
-73.9747,40.7501,0
-73.9717,40.7615,0
-73.9545,40.7699,0
-73.9899,40.7228,0
-73.9946,40.7192,0
-73.9456,40.7781,0
-73.9785,40.7529,0
-74.0042,40.722,0
-73.9641,40.7678,0
-73.9476,40.7758,0
-73.9478,40.772,0
-73.9852,40.7597,0
-73.9937,40.748,0
-73.967,40.8039,0
-73.9539,40.7904,0
-73.9699,40.7533,0
-73.9883,40.7234,0
-73.9959,40.7592,0
-73.9777,40.7613,0
-73.9809,40.7643,0
-73.9837,40.7548,0
-73.9721,40.7653,0
-73.9869,40.7561,0
-73.98,40.7431,0
-73.9946,40.7505,0
-73.9875,40.7594,0
-73.1374,41.3661,1
-73.9462,40.7776,0
-73.9912,40.7497,0
-73.981,40.7604,0
-73.9739,40.7947,0
-73.9787,40.7857,0
-74.0048,40.7303,0
-73.9964,40.7322,0
-73.971,40.756,0
-73.9993,40.7334,0
-73.9721,40.7654,0
-73.8629,40.7692,0
-73.9659,40.7685,0
-73.9859,40.74,0
-73.981,40.7378,0
-74.0016,40.7307,0
-73.9964,40.7238,0
-73.948,40.7708,0
0,0,1
-73.9716,40.7822,0
-73.9815,40.7738,0
-73.987,40.776,0
-73.9725,40.7623,0
-73.9738,40.7837,0
-73.9921,40.7257,0
-73.9782,40.7291,0
-73.9888,40.7486,0
-73.991,40.7504,0
-73.9672,40.7933,0
-73.9719,40.7818,0
-73.966,40.79,0
-73.9799,40.7634,0
-73.9783,40.7522,0
-73.9778,40.7461,0
-73.9561,40.7818,0
-73.9796,40.7711,0
-74.0037,40.7299,0
0,0,1
-73.1374,41.3661,1
-73.9818,40.7284,0
-73.9659,40.7697,0
-73.9823,40.774,0
-73.993,40.7479,0
-74.0145,40.7179,0
-73.9576,40.8014,0
-73.9773,40.7794,0
-73.9973,40.7367,0
-73.9778,40.7489,0
-74.0009,40.7362,0
-73.9918,40.7294,0
-73.9743,40.7556,0
-74.0077,40.7052,0
-74.0119,40.7089,0
-73.9785,40.7612,0
-73.9911,40.733,0
-74.0064,40.7447,0
-73.9892,40.7479,0
-73.9841,40.7431,0
-73.9778,40.7492,0
-73.9903,40.729,0
-73.9426,40.7865,0
-73.9786,40.7535,0
-73.9902,40.7568,0
-73.9776,40.7535,0
-73.9769,40.7445,0
-74.0019,40.7295,0
-73.9838,40.7459,0
-73.972,40.7388,0
-73.9657,40.7544,0
-73.9977,40.7361,0
-73.9912,40.7504,0
-73.9923,40.7539,0
-73.9491,40.7777,0
-73.975,40.7416,0
-73.978,40.7864,0
-74.0092,40.7172,0
-73.9834,40.7581,0
-73.9855,40.7443,0
-73.9739,40.7792,0
-74.0085,40.726,0
-73.9926,40.7338,0
-73.9858,40.7503,0
-73.1374,41.3661,1
-73.993,40.7631,0
-73.9784,40.7524,0
-74.0017,40.7305,0
-73.977,40.7538,0
-73.9982,40.7406,0
-73.9456,40.7936,0
-73.9552,40.7801,0
-73.962,40.8124,0
-73.9742,40.7623,0
-73.9995,40.7439,0
-74.0022,40.7345,0
-73.9941,40.7511,0
-73.9629,40.7753,0
-73.9966,40.7222,0
-73.7893,40.6483,0
-73.9646,40.764,0
-73.9863,40.7596,0
-73.9552,40.783,0
-74.003,40.7063,0
-73.9824,40.7648,0
-73.9738,40.7436,0
-73.9946,40.6806,0
-73.9926,40.7582,0
-74.0122,40.7085,0
-73.1374,41.3661,1
-73.98,40.7637,0
-74.0033,40.7275,0
-73.9539,40.775,0
-74.0016,40.7508,0
-73.9807,40.7642,0
-74.0097,40.7401,0
-73.9874,40.7706,0
-73.9782,40.7574,0
-73.9904,40.7188,0
-73.9881,40.732,0
-73.9698,40.7845,0
-73.9894,40.7511,0
-73.9959,40.7264,0
-73.9848,40.7581,0
-73.9642,40.7607,0
-73.9827,40.7693,0
-73.9664,40.7673,0
-74.0147,40.7095,0
-73.9697,40.764,0
-73.9875,40.7501,0
-73.9845,40.7797,0
-73.9735,40.7635,0
-74.0039,40.7327,0
-73.8762,40.7716,0
-73.9969,40.7424,0
-73.9962,40.7322,0
-73.9843,40.7401,0
-73.9821,40.7489,0
-73.9725,40.7625,0
-73.9535,40.7441,0
-74.0032,40.7277,0
-73.9734,40.7481,0
-73.8627,40.7689,0
-73.9839,40.7379,0
-73.9539,40.7793,0
-73.9691,40.7578,0
-73.9773,40.7582,0
-73.9774,40.7558,0
-73.9968,40.7535,0
-73.9636,40.7584,0
-73.9778,40.73,0
-74.0027,40.6074,0
-73.9895,40.7208,0
-73.9824,40.769,0
-73.9665,40.7534,0
-73.9907,40.7664,0
-73.7831,40.6485,0
-74.0064,40.7393,0
-73.9633,40.758,0
-73.9958,40.733,0
0,0,1
-74.0007,40.7359,0
-74.0051,40.7067,0
-73.9775,40.7426,0
-73.9925,40.7441,0
-73.9763,40.7609,0
-73.9678,40.7626,0
-74.002,40.7404,0
-74.0055,40.7407,0
-73.9691,40.7674,0
-73.9745,40.7575,0
-73.9705,40.7611,0
-73.9846,40.7547,0
-74.0333,40.7686,0
-73.9924,40.7485,0
-73.9949,40.74,0
-73.988,40.7411,0
-73.9536,40.7675,0
-73.8745,40.774,0
-73.9751,40.756,0
-74.0068,40.7075,0
-73.9743,40.7327,0
-73.9861,40.7225,0
-73.9627,40.7667,0
-73.9903,40.7374,0
-73.9742,40.7683,0
-73.9782,40.7665,0
-73.9873,40.7489,0
-73.9827,40.7621,0
-73.9778,40.7578,0
-73.9585,40.7587,0
-73.9792,40.772,0
-73.9814,40.7809,0
-73.9914,40.7495,0
-73.9997,40.7334,0
-73.9875,40.7341,0
-73.9657,40.7744,0
-73.982,40.7791,0
-73.962,40.7795,0
-74.0002,40.746,0
-73.9508,40.7709,0
-73.9534,40.7831,0
-73.9899,40.7422,0
-73.9753,40.7456,0
-73.9955,40.6787,0
-73.9853,40.7359,0
-73.9885,40.7546,0
-73.9964,40.7532,0
-73.9895,40.7729,0
-73.9786,40.7725,0
-73.9794,40.7277,0
-73.9699,40.7647,0
-73.9664,40.7534,0
-73.1374,41.3661,1
-73.948,40.7755,0
-73.9596,40.7588,0
-73.8632,40.7698,0
-73.9751,40.7562,0
-73.9882,40.7371,0
-73.9748,40.6805,0
-73.9984,40.7453,0
-73.9931,40.7406,0
-73.995,40.7602,0
-73.9784,40.7828,0
-73.9837,40.7745,0
-73.9718,40.7821,0
-73.984,40.7463,0
-73.9621,40.7793,0
-73.9792,40.7877,0
-73.9886,40.751,0
-73.8624,40.7687,0
-74.0117,40.7078,0
-74.0038,40.7484,0
-73.9909,40.7454,0
-73.1374,41.3661,1
-73.9791,40.7767,0
-73.9694,40.7592,0
-73.7905,40.6466,0
-73.9876,40.7487,0
-73.9679,40.7513,0
-73.7819,40.6448,0
-74.0097,40.7099,0
-73.9852,40.7687,0
-73.9778,40.7539,0
-73.9502,40.7855,0
-73.9879,40.7381,0
-73.9889,40.7367,0
-73.9853,40.7419,0
-74.0005,40.7477,0
-73.9706,40.7963,0
-73.9828,40.7387,0
-73.9769,40.7543,0
-73.9887,40.7311,0
-73.9957,40.7267,0
-73.9754,40.7557,0
-73.9734,40.7385,0
-73.961,40.7605,0
-73.8708,40.7736,0
-73.9889,40.7423,0
-73.9803,40.7549,0
-73.9716,40.7576,0
-73.9805,40.7637,0
-73.9909,40.7284,0
-73.9529,40.7831,0
-73.9974,40.7212,0
-73.979,40.7872,0
-73.9883,40.7233,0
-73.9746,40.7423,0
-73.9567,40.744,0
-73.9838,40.7557,0
-73.9722,40.7499,0
-73.1374,41.3661,1
-73.9995,40.7275,0
